employee_id,age,gender,marital_status,education_level,department,job_role,job_level,monthly_income,stock_option_level,salary_hike_pct,years_at_company,total_working_years,years_since_promotion,num_prior_companies,work_mode,commute_minutes,overtime_hours_per_week,business_travel_days_per_year,training_hours,manager_support_score,burnout_score,engagement_score,work_life_balance_score,performance_rating,last_review_score,uses_ai_tools_at_work,perceived_ai_job_risk,attrition
3668,33,Female,Divorced,High School,Research & Development,R&D Manager,2,5082,0,12.1,5.4,13,1.6,1,Hybrid,38,12.9,6,2,6.9,6.1,4.4,2.8,3,6.6,FALSE,6.2,No
3669,29,Male,Married,PhD,Sales,Account Executive,1,2931,3,12.2,0,9,0,3,Onsite,53,3.9,25,34,7.3,4.5,6.8,5.1,5,9.3,FALSE,7.8,No
3670,43,Male,Divorced,Bachelors,Engineering,Data Engineer,4,10053,2,11.7,11.3,17.5,1.3,0,Hybrid,44,5,0,9,5.5,6.1,5,5.4,3,7.5,TRUE,6.9,No
3671,52,Female,Single,Masters,Engineering,Engineering Manager,4,8647,1,7,8.2,15.7,5.1,2,Onsite,42,5.7,12,41,6.5,2.9,7.6,6.7,4,7.4,TRUE,3.6,Yes
3672,43,Male,Married,Bachelors,Finance,Finance Manager,4,9287,2,12.5,7,15.5,1.3,2,Hybrid,25,1.8,6,43,9,2,7.4,7.1,3,7.4,TRUE,5.6,No
3673,23,Non-binary,Divorced,Bachelors,Marketing,Content Strategist,1,3196,1,8.9,2,3,1.9,3,Hybrid,16,3,7,40,4.6,3.4,5,7.1,4,9.8,FALSE,6,No
3674,27,Male,Married,Bachelors,Human Resources,HR Business Partner,1,3131,3,16.3,1.7,5.1,1.1,2,Remote,3,7.5,5,12,7.8,1.9,8.9,7.3,4,7.4,TRUE,6,No
3675,21,Female,Single,Bachelors,Sales,Account Executive,1,3362,0,10.6,0,1,0,0,Hybrid,37,3.5,24,28,7.1,2.4,4.6,5.7,3,5.6,TRUE,3.4,No
3676,44,Female,Single,PhD,Research & Development,Product Researcher,3,7582,0,13.6,6.4,10.9,1.6,0,Onsite,26,2.5,9,43,7.1,2.7,7.7,7.8,5,10,FALSE,2.9,No
3677,40,Male,Single,Bachelors,Sales,Sales Development Rep,3,6096,0,14.1,3.4,13.3,2.2,3,Onsite,54,17,21,22,6.3,7.2,4.6,3.7,4,9.2,TRUE,3,No
3678,44,Male,Married,Bachelors,Engineering,QA Engineer,5,14904,2,14.6,11,14.5,1.5,1,Hybrid,25,7.1,2,24,5.1,4.4,6.1,5,4,8,FALSE,3.6,No
3679,30,Male,Single,High School,Finance,Accountant,2,4867,0,12.8,7.4,10,0.8,1,Remote,3,4.3,5,19,8.8,2.9,9.1,7.8,3,8.7,FALSE,8.3,Yes
3680,24,Male,Single,Masters,Customer Support,Support Team Lead,2,3312,1,6.6,3,4,2.9,3,Hybrid,38,6.9,8,4,5.7,6,7.2,6.7,4,8.2,FALSE,8,No
3681,41,Female,Married,Bachelors,Engineering,Software Engineer,1,6287,1,7.9,5.4,18.2,5.4,5,Remote,0,5.2,7,25,5.6,2.7,6.1,7.5,4,7.3,TRUE,5.8,No
3682,46,Female,Married,Bachelors,Engineering,QA Engineer,3,10350,0,9,5,18.4,1.7,5,Hybrid,33,5,9,21,3.8,4.4,5.3,6.9,4,7.5,TRUE,6.2,No
3683,29,Male,Married,Bachelors,Engineering,Software Engineer,4,7930,2,8.6,8,9,5.6,2,Onsite,48,1.5,9,13,6.3,2.7,5.3,6,4,6.1,TRUE,4.8,No
3684,46,Male,Divorced,Bachelors,Customer Support,Support Specialist,3,5038,1,17,8.7,18.4,0.6,3,Onsite,34,4.3,5,23,5.1,4.2,5.4,5.7,4,8,FALSE,5.9,No
3685,27,Male,Single,Bachelors,Human Resources,HR Business Partner,2,2799,1,12.4,6,7,2.3,3,Onsite,41,1.4,3,45,6.4,2.3,6.8,7.6,3,6.7,TRUE,4.4,No
3686,29,Female,Single,High School,Operations,Operations Analyst,2,4454,1,12.8,4.9,9,0.2,3,Remote,4,6.9,30,31,4,2.7,5.4,6.2,5,7.9,FALSE,6.3,No
3687,45,Female,Single,Bachelors,Research & Development,Research Scientist,3,7430,0,9.9,7.5,13.5,2.4,3,Hybrid,39,8.6,7,30,4.6,3.7,4.6,5.8,4,7.6,FALSE,1.2,No
3688,53,Male,Single,Masters,Operations,Operations Manager,5,8683,2,8.6,13.5,21.9,1.3,3,Hybrid,40,14.2,23,7,6.1,7.6,4.7,3.7,3,7.4,FALSE,3.1,No
3689,50,Male,Divorced,Masters,Finance,Accountant,2,5586,3,8.3,2.8,6.6,0.7,1,Remote,0,11,5,14,7.5,4.2,6.2,6.2,4,7,TRUE,7.1,No
3690,39,Male,Single,Masters,Sales,Account Executive,2,5367,0,13.9,5.2,11.3,3.2,2,Onsite,5,5.1,20,25,6.8,2.9,7.2,6.5,5,6.2,FALSE,4.9,Yes
3691,42,Female,Married,Bachelors,Engineering,Data Engineer,1,6231,2,9.1,5,11,3.1,2,Onsite,47,5.8,4,15,5.1,5.7,4.4,6.8,3,8.1,TRUE,3.5,No
3692,35,Female,Married,Masters,Sales,Sales Development Rep,2,5383,1,12.4,4.9,10.3,1.3,1,Onsite,35,3.5,28,19,7.1,4.9,7.4,6.9,3,7.6,TRUE,8.1,No
3693,31,Female,Divorced,Masters,Engineering,QA Engineer,1,5582,1,10.3,5.3,11,5.3,1,Onsite,61,1.5,7,29,5.2,4.5,5.8,5.1,3,6.2,FALSE,4.1,No
3694,39,Male,Single,Bachelors,Customer Support,Support Team Lead,5,6635,2,14,8.8,11.8,0,1,Onsite,51,8.8,8,42,8.2,5.4,6.4,3.8,2,6.5,TRUE,7.6,Yes
3695,35,Female,Married,Masters,Operations,Operations Manager,3,5468,0,12.6,7.7,13.4,2.3,3,Hybrid,16,2.6,23,17,6.5,4,4.4,6.5,2,8.7,FALSE,7.8,No
3696,47,Male,Single,Bachelors,Operations,Operations Manager,2,4502,1,11.1,10.9,19.2,0.5,2,Onsite,65,3.6,24,21,6.1,4.5,5.4,5.1,4,8.8,FALSE,6.7,No
3697,33,Female,Married,Bachelors,Human Resources,HR Manager,3,6165,1,15.8,5.2,13,0.5,2,Hybrid,30,3,16,15,5.1,6.1,6.9,5.6,3,9.4,FALSE,4,No
3698,29,Female,Married,High School,Finance,Accountant,1,2895,2,14.9,2.6,8.9,1.3,1,Remote,3,5.6,3,18,8.9,2.3,9.1,8,5,8.7,FALSE,6.3,No
3699,38,Male,Married,High School,Marketing,Growth Manager,2,4992,1,8.9,2.6,10.3,2.6,2,Hybrid,47,7.3,4,5,5.2,5.3,5.8,4.7,3,10,TRUE,5.4,No
3700,31,Female,Married,Masters,Engineering,Data Engineer,1,7474,2,10.2,3.4,10.2,2.3,1,Hybrid,34,2.8,2,34,8.5,2.7,7.5,7.8,4,8.3,TRUE,6.4,No
3701,32,Female,Single,Bachelors,Research & Development,Research Scientist,2,6527,1,14.7,5.9,8.1,1.5,0,Hybrid,19,2.4,9,3,8.4,2.2,7.1,8.2,4,8.7,FALSE,5.6,No
3702,40,Female,Married,Bachelors,Engineering,Engineering Manager,5,13558,3,8.2,9.1,19.6,1,3,Remote,5,7.9,11,9,8.3,3.6,8.1,7.4,3,7.4,TRUE,1.3,No
3703,39,Female,Married,Bachelors,Engineering,Software Engineer,3,9869,1,10.6,4.9,10,3.4,1,Remote,4,2.1,8,31,7.1,2.1,6.9,8,4,9.4,TRUE,5.5,No
3704,33,Male,Married,Masters,Marketing,Marketing Specialist,3,7318,0,14.6,5.5,12.2,4.1,2,Hybrid,26,12.4,7,32,9.1,5.6,6.1,5.9,3,5.1,TRUE,6.5,No
3705,38,Female,Single,Bachelors,Engineering,Software Engineer,3,5952,0,11.6,7.5,12,0.9,1,Remote,0,5.3,3,31,5.2,3.9,4.5,6.8,3,7.8,TRUE,2.7,No
3706,24,Male,Single,Bachelors,Sales,Sales Manager,2,4870,0,13.2,3,4,2.2,3,Hybrid,38,12,30,8,3.6,6.6,2.6,4.5,3,8.5,FALSE,6,Yes
3707,37,Female,Married,Masters,Customer Support,Support Specialist,5,9156,1,10,7.3,15.1,2,3,Hybrid,48,3.7,5,41,7.2,4.1,4.8,6,3,8.5,FALSE,5.8,No
3708,37,Female,Single,Bachelors,Sales,Account Executive,4,8883,1,12.9,8.2,17,3.2,3,Hybrid,30,4.8,26,20,3.1,2.4,4.6,6.9,3,9.5,TRUE,5.6,No
3709,32,Male,Married,Bachelors,Engineering,Engineering Manager,3,9200,0,15.1,8.3,12,1.8,2,Onsite,35,4.6,4,28,7.9,3.4,7.3,6.5,3,7.9,TRUE,2,No
3710,40,Female,Single,Bachelors,Marketing,Content Strategist,3,4815,1,10.4,4.8,15.6,4.8,2,Onsite,24,6.4,7,40,8.3,5,3.4,6.6,3,8.5,TRUE,5.1,No
3711,23,Female,Single,Masters,Engineering,Data Engineer,1,4291,0,16.6,0.3,3,0.3,1,Hybrid,37,1.5,3,27,9.3,2.5,8,7,4,9.6,TRUE,5.6,No
3712,34,Female,Married,Bachelors,Sales,Sales Development Rep,3,7249,1,7.2,8.7,11.4,2.7,0,Hybrid,28,3.1,29,16,4.3,4.5,6.6,7.2,4,9.5,FALSE,5.6,No
3713,45,Female,Married,Bachelors,Research & Development,R&D Manager,3,10807,0,11.2,8,12.2,4.4,1,Hybrid,35,10.1,5,10,6.9,5,4.9,5,3,6.2,TRUE,2.8,No
3714,29,Male,Married,High School,Engineering,Engineering Manager,2,5175,0,11.2,5,7.8,3.4,1,Hybrid,14,8,4,35,6.7,3.6,5.6,4.6,4,8.1,TRUE,1.6,No
3715,28,Female,Married,Bachelors,Customer Support,Support Team Lead,3,4652,2,12,6.9,8,6.9,2,Hybrid,69,6.3,5,55,6.5,3.4,5.7,5,3,7.8,TRUE,7,Yes
3716,46,Male,Married,Bachelors,Research & Development,R&D Manager,5,9716,2,9.8,10.2,15.1,0.9,2,Hybrid,27,2,9,13,5.9,2.9,6.1,6.3,3,8.8,TRUE,3.4,No
3717,35,Female,Married,Bachelors,Research & Development,Research Scientist,3,6300,1,13.1,5.5,14.9,5.5,1,Hybrid,7,2,5,15,6.3,1.9,6.7,7.8,4,9.9,FALSE,3.8,No
3718,29,Female,Single,Masters,Engineering,Software Engineer,2,7227,1,10.5,8,9,2.8,4,Remote,6,6,6,29,5.3,3.6,5.7,5.7,3,8.1,TRUE,4.8,No
3719,42,Female,Married,High School,Engineering,Data Engineer,5,10104,1,16.5,6.6,12.5,1.6,2,Remote,2,2.4,7,26,8.7,1,9.5,8.5,4,8.5,FALSE,1.5,No
3720,44,Male,Married,Bachelors,Engineering,Software Engineer,3,8405,1,4.6,7.9,18.7,5.8,4,Hybrid,48,10.8,11,36,5.2,4.1,6,5,3,10,TRUE,2.4,No
3721,45,Female,Married,Bachelors,Finance,Finance Manager,5,11785,3,8.9,11.9,19.6,1.6,2,Hybrid,49,10.8,5,26,4.5,4.5,5.1,5.6,3,7.4,TRUE,4.8,No
3722,48,Female,Single,Masters,Marketing,Content Strategist,4,9489,2,14.6,12.5,19.4,1,2,Hybrid,40,3.9,5,33,6.8,4.3,6.2,6.6,4,9.1,TRUE,4.7,No
3723,45,Male,Single,High School,Customer Support,Customer Success Manager,3,3327,0,13.7,1.2,2.1,0,0,Onsite,19,4.8,3,1,8.2,2.1,7.7,7,3,8.7,TRUE,5.8,No
3724,40,Male,Married,Masters,Engineering,Software Engineer,3,9950,0,15.2,9.2,14,1.4,1,Remote,3,7.7,6,35,8,3,8.1,6.3,3,7.1,TRUE,3.9,No
3725,42,Male,Married,Bachelors,Marketing,Marketing Specialist,3,5445,0,12,3.8,4.6,3.8,0,Onsite,36,6.2,2,34,9.5,2.4,7.4,6.3,3,10,TRUE,3.4,No
3726,33,Male,Single,Bachelors,Operations,Operations Analyst,2,4203,1,13.8,2.3,11.5,2.3,3,Onsite,11,4.3,27,31,7.8,3.4,6.3,6.9,4,7.7,TRUE,4.3,No
3727,25,Male,Married,Bachelors,Finance,Accountant,3,4610,0,12.9,4,5,1,1,Hybrid,45,1.4,9,32,5,4.7,5.3,7.9,3,8.9,FALSE,7.3,No
3728,61,Male,Single,Bachelors,Sales,Sales Development Rep,5,9148,1,8.9,12.2,11.5,5.4,0,Onsite,24,9.6,17,26,7.1,4.8,6.3,5.6,3,9.2,FALSE,3.8,Yes
3729,40,Female,Divorced,Masters,Engineering,Data Engineer,3,7583,1,6.3,5.3,13.3,5.3,1,Onsite,49,10.7,6,18,5.6,5,4.3,5.1,4,8.7,TRUE,3.7,Yes
3730,33,Female,Single,Bachelors,Sales,Sales Manager,4,8901,2,14.4,12,13,0,1,Hybrid,38,9,27,0,4.8,4.7,5.1,5.9,4,7,FALSE,6.1,No
3731,46,Male,Married,Masters,Engineering,Software Engineer,5,13316,1,8.4,10.7,16.9,5.9,1,Hybrid,42,4.2,9,18,5.9,2.9,6.3,5.7,2,8.1,TRUE,3.8,No
3732,28,Female,Single,Bachelors,Engineering,Data Engineer,1,4512,0,13.2,0.6,8,0.6,2,Hybrid,70,0.6,5,47,4.2,2.1,6.1,6.4,3,10,TRUE,6.2,Yes
3733,38,Female,Married,Bachelors,Customer Support,Support Team Lead,5,7752,1,12,13.6,18,3.3,1,Hybrid,28,18.7,4,36,8.6,3.7,6.6,5.3,4,7.3,FALSE,5.3,No
3734,56,Male,Single,PhD,Engineering,Data Engineer,5,18879,2,10.8,12.3,17.6,4.7,3,Remote,7,2.1,5,12,5.7,1.9,5.7,7.4,3,7.5,TRUE,2.5,Yes
3735,44,Male,Single,Masters,Customer Support,Support Team Lead,4,6864,1,14.2,7.2,18.4,1.4,5,Hybrid,48,6.1,2,8,5.4,5.5,5.3,6.9,3,7.5,TRUE,7.9,No
3736,38,Male,Married,PhD,Engineering,QA Engineer,2,7163,0,9.6,2.2,13.7,1.5,5,Hybrid,51,7.9,2,31,8.2,5.8,6.2,4.3,4,6.5,TRUE,4,No
3737,32,Female,Married,Bachelors,Engineering,QA Engineer,2,7472,0,9.2,3.3,9.4,3.3,0,Remote,3,8.3,6,36,4.4,5.1,5.5,6.2,3,8.8,FALSE,5.7,Yes
3738,38,Male,Single,Masters,Engineering,Engineering Manager,3,7631,3,15.4,4,11.1,2.2,1,Onsite,18,11,7,32,7.1,5.4,6.7,4.8,3,8.1,TRUE,4.3,No
3739,38,Male,Single,Bachelors,Sales,Sales Manager,3,7782,1,9.6,2.7,12.9,2,3,Remote,6,5.7,25,16,5.7,3.7,7.3,5.9,4,8.9,FALSE,5.7,No
3740,35,Female,Single,Bachelors,Human Resources,HR Manager,3,4842,0,17,5.6,10.8,0.7,1,Hybrid,38,6.7,11,35,5.5,2.7,5.6,6.2,3,7.2,FALSE,4.2,No
3741,40,Female,Married,Bachelors,Marketing,Growth Manager,4,9446,2,8.2,13.1,17,2.6,2,Hybrid,36,9.4,5,25,3.8,5.3,4.2,6.7,4,8.3,FALSE,7.1,No
3742,36,Female,Married,Bachelors,Customer Support,Support Team Lead,4,8176,2,14.9,13.5,16,2.2,1,Hybrid,24,4.3,6,9,10,3.3,9.8,6,5,8.2,TRUE,3.9,No
3743,33,Female,Single,High School,Finance,Accountant,3,5623,2,12.3,9,13,1.3,4,Onsite,10,7.8,5,8,6.4,3.1,5.8,7.4,4,9.4,TRUE,5.8,Yes
3744,50,Male,Married,Bachelors,Sales,Sales Manager,4,9532,2,12.1,12.3,20,1.7,2,Hybrid,42,4.2,24,35,6.9,3.6,8.3,7.6,4,9.5,TRUE,6.6,No
3745,25,Male,Married,High School,Marketing,Content Strategist,1,2930,1,5.4,4,5,2.7,2,Onsite,35,12.4,6,32,3.6,9.1,2.1,3.6,3,9.1,FALSE,8.6,Yes
3746,37,Female,Married,High School,Engineering,Software Engineer,2,6267,0,9.4,6.5,11.5,1.8,2,Remote,2,6.9,4,22,7.4,3.8,6,6.7,3,7,FALSE,5.1,Yes
3747,30,Male,Married,Masters,Operations,Operations Manager,2,5589,0,17,4,7.3,1.9,1,Remote,2,2.8,19,13,7.9,3.5,8.7,6.9,4,8.3,FALSE,9.5,No
3748,33,Male,Single,Masters,Marketing,Marketing Specialist,3,8606,1,11.7,8.7,12.7,2.6,1,Onsite,57,2.2,7,12,5.4,3.9,6.5,7.5,3,7,FALSE,5,No
3749,37,Male,Single,Bachelors,Finance,Finance Manager,3,7521,1,18.8,9.7,15.2,0.8,2,Hybrid,45,14.1,2,29,7.1,6.1,6.5,6.1,3,7.3,TRUE,5,No
3750,28,Male,Married,Bachelors,Engineering,QA Engineer,4,9078,3,8,7,8,3.6,0,Hybrid,37,1.1,7,18,6.3,4.3,6.7,6.8,3,7.7,TRUE,4.9,No
3751,42,Male,Single,PhD,Customer Support,Customer Success Manager,4,6565,3,10.4,9.2,18.4,1.2,3,Hybrid,69,7.3,7,9,7.3,4.5,4.6,4.9,3,9.2,FALSE,7.4,No
3752,44,Male,Married,High School,Customer Support,Support Specialist,3,4216,0,13.1,12,19.7,1.4,3,Hybrid,20,5.2,9,9,8.2,4.1,7,8.6,3,8.1,TRUE,4.3,No
3753,22,Female,Married,PhD,Operations,Operations Analyst,1,4171,0,12.7,1,2,1,0,Onsite,49,3.3,21,29,7.1,4.2,5.2,5.4,4,9.7,TRUE,4.7,No
3754,36,Female,Married,Bachelors,Engineering,Data Engineer,3,10118,1,8.7,10.1,14.2,2.9,2,Remote,11,2.7,6,38,4.5,2.8,7.9,6.8,4,8.5,TRUE,3.9,No
3755,37,Male,Single,Bachelors,Sales,Account Executive,3,6769,1,11.2,4.7,9.3,3,2,Remote,7,7.3,21,36,1,6.9,3.9,4.7,3,8.4,FALSE,4.5,No
3756,41,Male,Divorced,Bachelors,Engineering,Engineering Manager,4,8126,3,17.4,5.8,8,0.6,1,Hybrid,52,7.1,4,44,6.7,3.4,8.5,6.2,3,7.9,TRUE,3.3,No
3757,29,Male,Divorced,Bachelors,Sales,Account Executive,2,5985,0,15.2,5,9,2.2,1,Onsite,24,6.6,31,24,7.4,5.7,6.9,5.7,4,9.6,FALSE,5.9,No
3758,29,Male,Single,Bachelors,Engineering,Data Engineer,1,3840,2,13.9,2.6,9,1,4,Onsite,30,7.6,7,22,9,4,7.8,7.2,4,9.3,FALSE,3.1,Yes
3759,22,Male,Married,PhD,Engineering,Software Engineer,1,4248,0,14.8,1,2,1,1,Remote,6,3.2,5,32,7.1,3.4,6,6.5,3,9,FALSE,5.5,No
3760,37,Male,Single,Bachelors,Marketing,Marketing Specialist,2,3854,0,13.9,5.1,11.5,0.7,1,Onsite,59,1.9,9,30,5.1,3.5,6.9,6.7,2,6.9,FALSE,5.6,No
3761,38,Female,Married,Bachelors,Customer Support,Support Specialist,3,4617,0,7.9,5.5,11.7,2.6,0,Remote,5,9.5,5,10,5.3,6.5,6.2,6.4,3,7.3,FALSE,6.8,No
3762,40,Male,Married,Bachelors,Customer Support,Customer Success Manager,3,6034,1,15.2,8.8,16,1.6,1,Hybrid,41,6.8,7,22,5.3,3.9,5.3,5.7,3,9,FALSE,4,No
3763,32,Non-binary,Single,Bachelors,Finance,Financial Analyst,2,4923,2,9.1,5.2,7.4,0.4,0,Hybrid,43,3.1,9,14,8.9,1.3,6.6,5.9,5,8.9,FALSE,4.9,No
3764,34,Male,Married,Bachelors,Engineering,Data Engineer,1,2620,0,12,2.7,9.9,2.1,2,Onsite,9,2.5,6,20,8,4.9,5.7,6.3,3,8.4,TRUE,3,No
3765,42,Male,Married,Bachelors,Marketing,Marketing Specialist,3,8855,1,13.9,5.3,14.3,1.5,3,Hybrid,36,14.2,4,13,9.9,4,8,3.2,4,9.2,FALSE,3.1,No
3766,43,Female,Married,Masters,Research & Development,Product Researcher,4,11310,3,9,11.4,16.9,2.7,1,Onsite,55,6.2,4,49,5.4,4.6,6.4,6.7,3,7.7,TRUE,1.3,No
3767,26,Female,Married,High School,Engineering,Engineering Manager,3,5103,0,11.1,5,6,2.1,0,Onsite,62,1.1,4,35,5.5,4.3,5.6,6.6,3,7.5,TRUE,4.5,Yes
3768,34,Female,Divorced,Masters,Engineering,QA Engineer,2,6234,1,10,3.3,10.6,2.4,2,Hybrid,34,9.2,4,36,5.1,4.1,6.5,7,4,7,FALSE,1,Yes
3769,30,Female,Single,Bachelors,Sales,Sales Development Rep,2,5430,2,17,3.7,10,1.2,2,Onsite,30,11.1,25,24,3.9,7,3.5,4.8,3,5.9,FALSE,6.1,No
3770,38,Male,Married,Bachelors,Marketing,Marketing Specialist,4,5950,3,3,9.9,15,2.2,2,Remote,5,10,7,15,7.3,3.1,7.8,6.7,4,8.9,TRUE,1,No
3771,30,Female,Single,Bachelors,Research & Development,Research Scientist,2,5519,0,8.5,1.1,6.9,1.1,0,Onsite,38,6.9,6,16,5,3.5,7,4.9,3,5.7,FALSE,5,No
3772,23,Male,Single,Masters,Research & Development,Research Scientist,1,4297,0,10.2,2,3,2,1,Remote,3,3,3,8,6.8,1.9,7.8,5.6,5,8.9,TRUE,2.1,No
3773,38,Female,Married,Masters,Engineering,Software Engineer,4,9979,3,14.3,5.7,12.2,0.3,1,Hybrid,38,5,2,5,9.8,2.1,9,5.9,4,8.3,TRUE,2.1,No
3774,47,Male,Single,Masters,Finance,Finance Manager,2,5233,0,9.8,0,6.6,0,3,Hybrid,43,10.8,4,25,7.2,7.7,3.9,5.2,4,8.3,FALSE,6.4,No
3775,42,Female,Single,Masters,Sales,Sales Manager,5,10515,2,16.3,12.2,17.3,0.6,2,Hybrid,24,9.5,20,20,10,3,8.3,6.7,4,7.6,TRUE,5.8,No
3776,39,Female,Single,Masters,Operations,Program Manager,3,5630,1,10.2,10,14.2,1.2,1,Onsite,35,4.2,22,9,8.5,3.9,6.1,6.7,3,7,FALSE,2.9,No
3777,29,Female,Single,Masters,Customer Support,Support Specialist,3,4260,2,13.1,4,9,0.5,1,Hybrid,45,4.2,4,19,7.7,4.7,6.8,9,4,9.9,FALSE,9.2,No
3778,31,Female,Single,Masters,Operations,Program Manager,3,6984,0,10.4,8.3,9.4,2,0,Remote,3,1.2,23,27,3.6,2,6.6,7.5,4,8.8,FALSE,4.8,No
3779,32,Non-binary,Single,Masters,Marketing,Growth Manager,3,7860,0,7.3,7.6,12,2.4,2,Onsite,29,7.4,8,37,7.6,3.5,5.7,6.2,3,7.9,FALSE,7.1,Yes
3780,37,Male,Single,Bachelors,Engineering,Engineering Manager,3,10503,1,6.1,8.2,15.8,6.9,2,Hybrid,64,0.6,4,35,9.5,1.6,8.7,6.7,4,6.9,TRUE,2.2,No
3781,28,Male,Married,Bachelors,Research & Development,Product Researcher,2,6995,1,13.7,6.2,7.8,1.8,1,Remote,4,5.5,5,26,9.6,1.1,9.5,6.6,4,7.4,TRUE,1,No
3782,40,Male,Single,Bachelors,Research & Development,Research Scientist,3,6204,1,11.9,8.4,12.5,1.4,1,Remote,8,1.2,3,32,4.5,4,7.2,7.4,3,8.3,FALSE,4.6,No
3783,22,Female,Married,Masters,Finance,Finance Manager,2,4951,0,9.4,1,2,1,0,Onsite,47,6.8,8,27,5.2,4.4,7,4.5,3,7.9,FALSE,5.6,No
3784,40,Male,Single,Bachelors,Customer Support,Customer Success Manager,3,4581,0,5.8,5.5,7.9,1.4,1,Hybrid,42,6.2,8,26,5.2,6,5.9,3.8,4,8.7,FALSE,5.2,Yes
3785,26,Female,Single,Masters,Sales,Sales Manager,2,3989,1,7.4,5,6,4.8,3,Remote,5,6.6,24,28,5,4.5,4.2,6.6,3,8.5,FALSE,2.7,Yes
3786,32,Female,Married,Bachelors,Sales,Sales Manager,2,5765,2,15.1,4.6,10,0.3,2,Onsite,41,7.7,23,18,6.1,4.3,4.8,5.9,3,6.7,FALSE,4.4,No
3787,41,Male,Married,Bachelors,Research & Development,Research Scientist,4,8941,2,13.3,7.2,11.3,0.7,1,Hybrid,40,3.3,7,26,6.7,3.1,8.7,6,3,9.9,TRUE,3.3,No
3788,37,Female,Married,Bachelors,Sales,Sales Manager,3,6632,3,11.6,8.1,10.9,3.6,1,Onsite,45,8.7,20,27,5.9,5.5,5.5,5.4,3,7.5,FALSE,9.2,No
3789,38,Female,Single,Masters,Marketing,Growth Manager,4,8091,1,14.5,11.5,18,0.9,3,Hybrid,38,2.4,8,39,6.7,4.1,6.8,6.6,4,8.7,FALSE,3.8,No
3790,33,Male,Married,Masters,Sales,Account Executive,2,5144,0,19.1,7.4,9.9,0.5,1,Onsite,45,5.9,18,23,4.6,3.7,8.1,4.9,4,7.8,FALSE,6.6,No
3791,38,Male,Married,Bachelors,Engineering,Data Engineer,3,6968,0,15.2,5.3,8.4,2.1,1,Onsite,48,2.4,3,25,6.2,6.2,8,5.3,3,8.3,TRUE,4.5,No
3792,56,Female,Single,Masters,Sales,Account Executive,3,6472,0,2.9,5.9,16,3.4,2,Hybrid,48,9.7,17,12,2.1,6.2,1.2,5.3,3,9.9,TRUE,5.4,Yes
3793,35,Male,Single,Masters,Operations,Operations Analyst,2,5967,1,9.4,6.5,11.8,1.1,0,Hybrid,45,10.4,18,25,6.8,5.5,6,5.8,4,9.1,FALSE,6.6,No
3794,35,Female,Married,Bachelors,Operations,Program Manager,4,8398,2,13.9,13.2,15,2.9,1,Onsite,77,7.8,27,32,9.7,4.3,9.2,5,4,8.7,FALSE,5.2,No
3795,34,Male,Married,Masters,Engineering,Data Engineer,2,7123,0,9.7,8.6,10,1.2,1,Hybrid,25,6.3,2,14,2.5,4.1,6.6,3.7,4,7.1,TRUE,3.9,No
3796,40,Male,Married,Masters,Sales,Sales Manager,3,9257,2,10.7,9.3,17.3,1.5,4,Hybrid,36,10.7,24,14,6.6,5,7.4,4.9,3,7.7,TRUE,6.5,No
3797,40,Male,Single,Bachelors,Customer Support,Customer Success Manager,4,6575,1,6,13.9,20,1.4,3,Remote,5,10.8,7,15,8.9,2.9,6.1,5.9,4,8.2,FALSE,5.3,No
3798,27,Male,Single,High School,Customer Support,Support Specialist,2,2335,0,11.8,6,7,1.5,0,Onsite,32,2.2,4,8,7.9,4,7.2,6.8,4,6.9,FALSE,6.7,Yes
3799,33,Female,Married,Bachelors,Sales,Sales Development Rep,2,7304,1,9.4,3.6,9.6,3.6,1,Hybrid,15,3.2,18,20,5.7,4.7,6.7,5.4,3,8.5,FALSE,6.1,Yes
3800,38,Female,Married,Bachelors,Customer Support,Support Specialist,5,5842,2,12.1,9.6,17.5,3,2,Hybrid,38,17.7,7,2,5.3,5.3,4,3,3,7.1,FALSE,6.4,Yes
3801,57,Female,Single,PhD,Operations,Program Manager,5,12558,1,8.3,9.7,15.8,3.3,1,Hybrid,54,4.1,21,17,6.8,5.6,5.8,7.2,3,7.2,FALSE,2.6,Yes
3802,21,Female,Married,High School,Sales,Account Executive,2,3691,1,12.4,0,1,0,1,Onsite,36,8,23,12,5.1,5.3,4.5,6.4,3,6.7,TRUE,7.3,No
3803,42,Male,Married,Bachelors,Human Resources,HR Business Partner,2,3294,2,13.6,0,0.4,0,1,Remote,0,17.5,14,4,4.5,9.1,3.1,3.2,3,7.4,FALSE,7,Yes
3804,37,Male,Married,Bachelors,Engineering,Data Engineer,3,8259,1,13.1,4.9,9.8,3.6,3,Remote,3,5,3,26,9.4,3.4,8.8,7.2,4,9.5,TRUE,4.4,No
3805,49,Prefer not to say,Married,Bachelors,Engineering,QA Engineer,5,11849,2,11.9,12.8,21.7,1.3,1,Onsite,20,15.1,5,7,6.3,5.3,5.5,6.2,3,9.4,TRUE,3.1,No
3806,34,Female,Married,PhD,Engineering,Software Engineer,3,8790,1,12.4,8.2,10.4,0.7,0,Hybrid,41,2.5,9,29,10,2.6,8.1,5.2,4,7.8,TRUE,4,No
3807,29,Male,Single,Masters,Human Resources,HR Manager,3,5763,0,13.9,5.9,9,0,2,Onsite,38,3.5,10,34,6.6,1.8,8.2,9.4,4,9.4,TRUE,2.2,No
